0.00787,-1.999983,-0.000009
0.035641,-1.999983,-0.000009
0.070376,-1.999984,-0.000009
0.11205,-1.999984,-0.000009
0.160758,-1.999984,-0.000009
0.216359,-1.999985,-0.000009
0.279968,-1.999986,-0.000009
0.347436,-1.999986,-0.000009
0.4225,-1.999987,-0.00001
0.503536,-1.999988,-0.00001
0.589973,-1.999988,-0.00001
0.681608,-1.999989,-0.00001
0.778279,-1.99999,-0.00001
0.87983,-1.999991,-0.00001
0.986108,-1.999992,-0.00001
1.096965,-1.999993,-0.00001
1.212259,-1.999995,-0.000011
1.33185,-1.999996,-0.000011
1.455605,-1.999997,-0.000011
1.583382,-1.999999,-0.000011
1.715018,-2,-0.000012
1.850345,-2.000002,-0.000012
1.989031,-2.000003,-0.000013
2.13086,-2.000005,-0.000013
2.275566,-2.000007,-0.000014
2.422981,-2.000009,-0.000015
2.572987,-2.000012,-0.000015
2.725468,-2.000014,-0.000016
2.880347,-2.000017,-0.000017
3.037549,-2.000019,-0.000018
3.197002,-2.000022,-0.000019
3.358638,-2.000032,-0.000107
3.522375,-2.000151,-0.0011
3.687934,-2.000576,-0.003979
3.855308,-2.00161,-0.008211
4.024488,-2.003354,-0.012289
4.195436,-2.005752,-0.015687
4.368167,-2.008587,-0.017548
4.556514,-2.01182,-0.017098
4.711611,-2.01441,-0.015922
4.896222,-2.017158,-0.01387
5.074572,-2.019478,-0.012178
5.253432,-2.021546,-0.011401
5.432749,-2.023722,-0.011784
5.612728,-2.025794,-0.011112
5.793428,-2.027762,-0.010742
5.978514,-2.029673,-0.010438
6.160796,-2.031516,-0.010428
6.343333,-2.033586,-0.011519
6.522697,-2.035613,-0.01137
6.706217,-2.037731,-0.011524
6.893877,-2.039909,-0.011668
7.074584,-2.042016,-0.011656
7.259347,-2.044169,-0.011645
7.448179,-2.046365,-0.011605
7.629951,-2.048471,-0.01157
7.815769,-2.050619,-0.011549
8.001915,-2.052768,-0.011549
8.188373,-2.054922,-0.011548
8.375085,-2.057078,-0.011548
8.562028,-2.059237,-0.011548
8.749193,-2.061398,-0.011547
8.936574,-2.063562,-0.011546
9.124165,-2.065728,-0.011546
9.311959,-2.067896,-0.011546
9.49995,-2.070067,-0.011545
9.68813,-2.07224,-0.011545
9.876496,-2.074414,-0.011544
10.06504,-2.076591,-0.011544
10.253757,-2.07877,-0.011544
10.442642,-2.08095,-0.011543
10.631689,-2.083132,-0.011543
10.820894,-2.085317,-0.011543
11.010236,-2.087502,-0.011543
11.199663,-2.089689,-0.011543
11.389151,-2.091876,-0.011542
11.58244,-2.094107,-0.011542
11.768141,-2.09625,-0.011542
11.957573,-2.098437,-0.011542
12.146945,-2.100623,-0.011542
12.336258,-2.102808,-0.011542
12.525514,-2.104992,-0.011542
12.714716,-2.107176,-0.011542
12.903864,-2.10936,-0.011542
13.09296,-2.111542,-0.011542
13.282006,-2.113724,-0.011542
